"","English.Word","anger","disgust","fear","joy","negative","positive","sadness","surprise","Spanish.Word"
"3432","desperate",0,0,0,0,1,0,0,0,"desesperado"
"3434","despicable",1,1,0,0,1,0,0,0,"despreciable"
"3435","despise",1,1,0,0,1,0,0,0,"despreciar"
"3436","despotic",0,0,1,0,1,0,0,0,"despótico"
"3437","despotism",1,1,1,0,1,0,1,0,"despotismo"
"3439","destination",0,0,1,1,0,1,1,1,"destino"
"3442","destitute",0,0,1,0,1,0,1,0,"indigente"
"3443","destroyed",1,0,1,0,1,0,1,0,"destruido"
"3444","destroyer",1,0,1,0,1,0,0,0,"destructor"
"3445","destroying",1,0,1,0,1,0,1,0,"destruyendo"
"3446","destruction",1,0,0,0,1,0,0,0,"destrucción"
"3447","destructive",1,1,1,0,1,0,0,0,"destructivo"
"3450","detachment",0,0,0,0,1,0,0,0,"desapego"
"3453","detain",0,0,0,0,1,0,0,0,"detener"
"3454","detainee",1,0,1,0,1,0,1,0,"detenido"
"3455","detect",0,0,0,0,0,1,0,0,"detectar"
"3457","detection",0,0,0,0,0,1,0,0,"detección"
"3460","detention",0,0,0,0,1,0,1,0,"detención"
"3463","deteriorate",0,0,1,0,1,0,1,0,"deteriorarse"
"3464","deteriorated",0,1,0,0,1,0,1,0,"deteriorado"
"3465","deterioration",1,1,1,0,1,0,1,0,"deterioro"
"3468","determination",0,0,0,0,0,1,0,0,"determinación"
"3469","determined",0,0,0,0,0,1,0,0,"determinado"
"3470","detest",1,1,0,0,1,0,0,0,"detestar"
"3471","detonate",0,0,1,0,1,0,0,1,"detonar"
"3472","detonation",1,0,0,0,0,0,0,0,"detonación"
"3474","detract",1,0,0,0,1,0,0,0,"detraer"
"3475","detriment",0,0,0,0,1,0,0,0,"detrimento"
"3476","detrimental",0,0,0,0,1,0,0,0,"perjudicial"
"3477","detritus",0,0,0,0,1,0,0,0,"detrito"
"3479","devastate",1,0,1,0,1,0,1,0,"devastar"
"3480","devastating",1,1,1,0,1,0,1,0,"devastador"
"3481","devastation",1,0,1,0,1,0,1,1,"devastación"
"3482","develop",0,0,0,0,0,1,0,0,"desarrollar"
"3487","deviation",0,0,0,0,0,0,1,0,"desviación"
"3489","devil",1,1,1,0,1,0,1,0,"demonio"
"3490","devilish",0,1,1,0,1,0,0,0,"diabólico"
"3491","devious",0,0,0,0,1,0,0,0,"tortuoso"
"3494","devolution",0,0,0,0,1,0,0,0,"devolución"
"3498","devotional",0,0,0,0,0,1,0,0,"piadoso"
"3499","devour",0,0,0,0,1,0,0,0,"devorar"
"3500","devout",0,0,0,1,0,1,0,0,"devoto"
"3503","dexterity",0,0,0,0,0,1,0,0,"destreza"
"3505","diabolical",1,1,1,0,1,0,0,0,"diabólico"
"3506","diagnosis",0,0,1,0,1,0,0,0,"diagnóstico"
"3515","diamond",0,0,0,1,0,1,0,0,"diamante"
"3517","diaper",0,1,0,0,0,0,0,0,"pañal"
"3519","diarrhoea",0,1,0,0,0,0,0,0,"Diarrea"
"3520","diary",0,0,0,1,0,1,0,0,"diario"
"3521","diatribe",1,1,0,0,1,0,0,0,"diatriba"
"3527","dictator",0,0,1,0,1,0,0,0,"dictador"
"3528","dictatorial",1,0,0,0,1,0,0,0,"dictatorial"
"3529","dictatorship",1,1,1,0,1,0,1,0,"dictadura"
"3531","dictionary",0,0,0,0,0,1,0,0,"diccionario"
"3533","didactic",0,0,0,0,0,1,0,0,"didáctico"
"3534","die",0,0,1,0,1,0,1,0,"morir"
"3536","dietary",0,0,0,0,0,1,0,0,"dietético"
"3542","differently",0,0,0,0,0,0,0,1,"diferentemente"
"3544","difficult",0,0,1,0,0,0,0,0,"difícil"
"3545","difficulties",0,0,0,0,1,0,1,0,"dificultades"
"3546","difficulty",1,0,1,0,1,0,1,0,"dificultad"
"3553","dignified",0,0,0,0,0,1,0,0,"digno"
"3554","dignity",0,0,0,0,0,1,0,0,"dignidad"
"3555","digress",0,0,0,0,1,0,0,0,"divagar"
"3557","dike",0,0,1,0,0,0,0,0,"dique"
"3558","dilapidated",0,1,0,0,1,0,1,0,"arruinado"
"3562","diligence",0,0,0,0,0,1,0,0,"diligencia"
"3565","dilute",0,0,0,0,1,0,0,0,"diluido"
"3570","diminish",0,0,0,0,1,0,1,0,"disminuir"
"3571","diminished",0,0,0,0,1,0,0,0,"disminuido"
"3574","din",0,0,0,0,1,0,0,0,"estruendo"
"3577","dinner",0,0,0,0,0,1,0,0,"cena"
"3578","dinosaur",0,0,1,0,0,0,0,0,"dinosaurio"
"3585","diplomacy",0,0,0,0,0,1,0,0,"diplomacia"
"3587","diplomatic",0,0,0,0,0,1,0,0,"diplomático"
"3588","dire",0,1,1,0,1,0,1,1,"terrible"
"3592","director",0,0,0,0,0,1,0,0,"director"
"3594","dirt",0,1,0,0,1,0,0,0,"suciedad"
"3595","dirty",0,1,0,0,1,0,0,0,"sucio"
"3596","disability",0,0,0,0,1,0,1,0,"discapacidad"
"3597","disable",0,0,1,0,1,0,1,0,"deshabilitar"
"3598","disabled",0,0,1,0,1,0,1,0,"desactivado"
"3600","disaffected",0,0,0,0,1,0,0,0,"desafecto"
"3601","disagree",1,0,0,0,1,0,0,0,"discrepar"
"3603","disagreeing",1,0,0,0,1,0,1,0,"en desacuerdo"
"3604","disagreement",1,0,0,0,1,0,1,0,"desacuerdo"
"3606","disallowed",1,1,1,0,1,0,1,0,"no permitido"
"3607","disappear",0,0,1,0,0,0,0,0,"desaparecer"
"3610","disappoint",1,1,0,0,1,0,1,0,"decepcionar"
"3611","disappointed",1,1,0,0,1,0,1,0,"decepcionado"
"3612","disappointing",0,0,0,0,1,0,1,0,"decepcionante"
"3613","disappointment",0,1,0,0,1,0,1,0,"decepción"
"3614","disapproval",0,0,0,0,1,0,1,0,"desaprobación"
"3615","disapprove",1,1,1,0,1,0,1,0,"desaprobar"
"3616","disapproved",1,0,0,0,1,0,1,0,"desaprobado"
"3617","disapproving",1,1,0,0,1,0,1,0,"desaprobando"
"3620","disaster",1,1,1,0,1,0,1,1,"desastre"
"3621","disastrous",1,0,1,0,1,0,1,0,"desastroso"
"3624","disbelieve",0,0,0,0,1,0,0,0,"no creer"
"3629","discards",0,0,0,0,1,0,0,0,"descartes"
"3634","discharge",0,0,0,0,1,0,0,0,"descarga"
"3636","discipline",0,0,1,0,1,0,0,0,"disciplina"
"3637","disclaim",1,1,0,0,1,0,0,0,"negar"
"3642","discoloration",0,1,0,0,1,0,0,0,"descoloramiento"
"3643","discolored",0,1,0,0,1,0,1,0,"descolorado"
"3644","discomfort",0,0,0,0,1,0,1,0,"malestar"
"3645","disconnect",0,0,0,0,1,0,1,0,"desconectar"
"3646","disconnected",0,0,0,0,1,0,1,0,"desconectado"
"3647","disconnection",0,0,0,0,1,0,0,0,"desconexión"
"3648","discontent",1,1,1,0,1,0,1,0,"descontento"
"3650","discontinue",0,0,0,0,1,0,0,0,"discontinuar"
"3651","discontinuity",0,1,1,0,1,0,1,0,"discontinuidad"
"3653","discord",1,1,0,0,1,0,0,0,"discordia"
"3656","discourage",0,0,1,0,1,0,1,0,"desalentar"
"3658","discouragement",0,0,0,0,1,0,0,0,"desánimo"
"3661","discovery",0,0,0,0,0,1,0,0,"descubrimiento"
"3662","discredit",0,0,0,0,1,0,0,0,"descrédito"
"3663","discreet",0,0,0,0,0,1,0,0,"discreto"
"3666","discretion",0,0,0,0,0,1,0,0,"discreción"
"3667","discretionary",0,0,0,0,0,1,0,0,"discrecional"
"3668","discriminate",1,0,0,0,1,0,1,0,"discriminar"
"3669","discriminating",0,1,0,0,1,0,0,0,"discriminante"
"3670","discrimination",1,1,1,0,1,0,1,0,"discriminación"
"3673","discussion",0,0,0,0,0,1,0,0,"discusión"
"3674","disdain",1,1,0,0,1,0,0,0,"desdén"
"3675","disease",1,1,1,0,1,0,1,0,"enfermedad"
"3676","diseased",0,1,1,0,1,0,1,0,"enfermo"
"3677","disembodied",0,0,1,0,1,0,1,0,"incorpóreo"
"3679","disengagement",0,0,0,0,1,0,0,0,"retirada"
"3680","disfigured",1,1,1,0,1,0,1,0,"desfigurado"
"3681","disgrace",1,1,0,0,1,0,1,0,"desgracia"
"3682","disgraced",1,1,0,0,1,0,1,0,"deshonrado"
"3683","disgraceful",1,1,0,0,1,0,0,0,"vergonzoso"
"3684","disgruntled",1,1,0,0,1,0,1,0,"descontento"
"3687","disgust",1,1,1,0,1,0,1,0,"asco"
"3688","disgusting",1,1,1,0,1,0,0,0,"desagradable"
"3690","disheartened",0,0,0,0,1,0,1,0,"desanimado"
"3691","disheartening",0,0,0,0,1,0,1,0,"descorazonador"
"3692","dishonest",1,1,0,0,1,0,1,0,"deshonesto"
"3693","dishonesty",0,1,0,0,1,0,0,0,"deshonestidad"
"3694","dishonor",1,1,1,0,1,0,1,0,"deshonra"
"3695","disillusionment",1,1,0,0,1,0,1,0,"desilusión"
"3698","disinfection",0,0,0,0,0,1,0,0,"desinfección"
"3699","disinformation",1,0,1,0,1,0,0,0,"desinformación"
"3700","disingenuous",0,1,0,0,1,0,0,0,"falso"
"3701","disintegrate",0,1,1,0,1,0,0,0,"desintegrarse"
"3702","disintegration",0,0,0,0,1,0,0,0,"desintegración"
"3703","disinterested",0,0,0,0,1,0,0,0,"desinteresado"
"3709","dislike",1,1,0,0,1,0,0,0,"disgusto"
"3710","disliked",1,0,0,0,1,0,1,0,"disgustado"
"3711","dislocated",1,1,1,0,1,0,1,0,"dislocado"
"3714","dismal",0,1,1,0,1,0,1,0,"triste"
"3715","dismay",1,0,1,0,1,0,1,1,"consternación"
"3716","dismemberment",0,1,1,0,1,0,1,0,"desmembramiento"
"3718","dismissal",1,1,1,0,1,0,1,1,"despido"
"3720","disobedience",1,1,0,0,1,0,0,0,"desobediencia"
"3721","disobedient",1,0,0,0,1,0,0,0,"desobediente"
"3722","disobey",1,1,0,0,1,0,0,0,"desobedecer"
"3723","disorder",0,0,1,0,1,0,0,0,"trastorno"
"3724","disorderly",0,0,0,0,1,0,0,0,"desordenado"
"3725","disorganized",0,0,0,0,1,0,0,0,"desestructurado"
"3726","disparage",1,1,0,0,1,0,1,0,"menospreciar"
"3727","disparaging",1,1,0,0,1,0,1,0,"despectivo"
"3729","disparity",1,1,0,0,1,0,1,0,"disparidad"
"3730","dispassionate",0,0,0,0,1,0,1,0,"desapasionado"
"3732","dispel",0,0,0,0,1,0,1,0,"disipar"
"3737","dispersion",0,0,0,0,1,0,0,0,"dispersión"
"3738","displace",0,0,0,0,1,0,0,0,"desplazar"
"3739","displaced",1,0,1,0,0,0,1,0,"desplazado"
"3742","displeased",1,1,1,0,1,0,1,0,"disgustado"
"3743","displeasure",0,1,0,0,1,0,0,0,"disgusto"
"3744","disposal",0,0,0,0,1,0,0,0,"desecho"
"3745","dispose",0,1,0,0,0,0,0,0,"disponer"
"3746","disposed",0,0,0,0,0,1,0,0,"dispuesto"
"3748","dispossessed",1,0,1,0,1,0,1,0,"desposeído"
"3750","dispute",1,0,0,0,1,0,0,0,"disputar"
"3751","disqualification",0,0,0,0,1,0,0,0,"descalificación"
"3752","disqualified",1,1,0,0,1,0,1,0,"descalificado"
"3753","disqualify",0,0,0,0,1,0,1,0,"descalificar"
"3754","disregard",0,0,0,0,1,0,0,0,"indiferencia"
"3755","disregarded",0,1,0,0,1,0,0,0,"ignorado"
"3756","disreputable",1,1,1,0,1,0,0,0,"de mala fama"
"3758","disrespect",1,0,0,0,1,0,0,0,"falta de respeto"
"3759","disrespectful",1,1,1,0,1,0,1,0,"irrespetuoso"
"3760","disruption",1,0,1,0,1,0,0,1,"ruptura"
"3761","dissatisfaction",0,0,0,0,1,0,0,0,"insatisfacción"
"3764","dissection",0,1,0,0,0,0,0,0,"disección"
"3765","disseminate",0,0,0,0,0,1,0,0,"diseminar"
"3767","dissension",1,0,0,0,1,0,0,0,"disensión"
"3769","dissenting",0,0,0,0,1,0,0,0,"disidente"
"3771","disservice",1,1,0,0,1,0,1,0,"deservicio"
"3772","dissident",1,0,1,0,1,0,0,0,"disidente"
"3777","dissolution",1,0,1,0,1,0,1,1,"disolución"
"3779","dissonance",1,0,0,0,1,0,0,0,"disonancia"
"3784","distaste",0,1,0,0,1,0,0,0,"disgusto"
"3785","distasteful",0,1,0,0,1,0,0,0,"desagradable"
"3787","distillation",0,0,0,0,0,1,0,0,"destilación"
"3788","distinction",0,0,0,0,0,1,0,0,"distinción"
"3794","distorted",0,1,0,0,1,0,0,0,"distorsionado"
"3795","distortion",0,0,0,0,1,0,0,0,"distorsión"
"3796","distract",0,0,0,0,1,0,0,0,"distraer"
"3797","distracted",1,0,0,0,1,0,0,0,"distraído"
"3798","distracting",1,0,0,0,1,0,0,0,"distrayendo"
"3799","distraction",0,0,0,0,1,0,0,0,"distracción"
"3800","distraught",0,0,0,0,1,0,1,0,"loco"
"3801","distress",1,1,1,0,1,0,1,1,"angustia"
"3802","distressed",0,0,1,0,1,0,0,0,"afligido"
"3803","distressing",1,0,1,0,1,0,0,0,"angustioso"
"3807","distrust",1,1,1,0,1,0,0,0,"desconfianza"
"3808","disturbance",1,0,1,0,1,0,1,1,"disturbio"
"3809","disturbed",1,0,0,0,1,0,1,0,"perturbado"
"3810","disuse",0,0,0,0,1,0,0,0,"desuso"
"3811","disused",1,0,0,0,1,0,0,0,"en desuso"
"3814","ditty",0,0,0,1,0,1,0,0,"cancioneta"
"3821","divergent",0,0,0,0,1,0,0,1,"divergente"
"3824","diverse",0,0,0,0,1,1,0,0,"diverso"
"3825","diversified",0,0,0,0,0,1,0,0,"diversificado"
"3827","diversion",0,0,0,0,0,1,0,1,"desviación"
"3832","divested",0,0,0,0,1,0,0,0,"desinvertido"
"3833","divestment",0,0,0,0,1,0,0,0,"despojo"
"3839","divinity",0,0,0,0,0,1,0,0,"divinidad"
"3843","divorce",1,1,1,0,1,0,1,1,"divorcio"
"3845","dizziness",0,0,0,0,1,0,0,0,"mareo"
"3846","dizzy",0,0,0,0,1,0,0,0,"mareado"
"3849","docked",0,0,0,0,1,0,0,0,"atracado"
"3851","doctor",0,0,0,0,0,1,0,0,"médico"
"3859","doer",0,0,0,0,0,1,0,0,"hacedor"
"3861","dogged",0,0,0,0,0,1,0,0,"obstinado"
"3865","doit",0,0,0,0,1,0,0,0,"hazlo"
"3866","doldrums",0,0,0,0,1,0,1,0,"zona de las calmas ecuatoriales"
"3867","dole",0,0,0,0,1,0,1,0,"limosna"
"3868","doll",0,0,0,1,0,0,0,0,"muñeca"
"3870","dolor",0,0,0,0,1,0,1,0,"dolor"
"3871","dolphin",0,0,0,1,0,1,0,1,"delfín"
"3880","dominant",0,0,1,0,1,0,0,0,"dominante"
"3881","dominate",1,0,1,0,1,1,0,0,"dominar"
"3883","domination",1,0,1,0,1,0,1,0,"dominación"
"3884","dominion",0,0,1,0,0,0,0,0,"dominio"
"3886","don",0,0,0,0,0,1,0,0,"don"
"3887","donation",0,0,0,0,0,1,0,0,"donación"
"3888","donkey",0,1,0,0,1,0,0,0,"Burro"
"3890","doodle",0,0,0,0,1,0,0,0,"garabatear"
"3891","doom",0,0,1,0,1,0,0,0,"condenar"
"3892","doomed",0,0,1,0,1,0,1,0,"condenado"
"3893","doomsday",1,1,1,0,1,0,1,0,"Día del Juicio Final"
"3906","doubt",0,0,1,0,1,0,1,0,"duda"
"3907","doubtful",0,0,0,0,1,0,0,0,"dudoso"
"3908","doubting",0,0,0,0,1,0,0,0,"inseguro"
"3909","doubtless",0,0,0,0,0,1,0,0,"indudable"
"3910","douche",0,0,0,0,1,0,0,0,"ducha"
"3913","dour",0,0,0,0,1,0,0,0,"austero"
"3914","dove",0,0,0,1,0,1,0,0,"paloma"
"3916","downfall",0,0,1,0,1,0,1,0,"caída"
"3920","downy",0,0,0,0,0,1,0,0,"velloso"
"3924","drab",0,0,0,0,1,0,1,0,"monótono"
"3927","dragon",0,0,1,0,0,0,0,0,"continuar"
"3929","drainage",0,0,0,0,1,0,0,0,"drenaje"
"3939","drawback",0,0,0,0,1,0,0,0,"retirarse"
"3943","dread",0,0,1,0,1,0,0,0,"miedo"
"3944","dreadful",1,1,1,0,1,0,1,0,"terrible"
"3945","dreadfully",0,1,1,0,1,0,1,1,"horrorosamente"
"3950","dreary",0,0,0,0,1,0,1,0,"triste"
"3961","drinking",0,0,0,0,1,0,0,0,"Bebiendo"
"3964","drivel",0,1,0,0,1,0,0,0,"mentiras"
"3969","drone",0,0,0,0,1,0,0,0,"zumbido"
"3970","drool",0,1,0,0,0,0,0,0,"babear"
"3971","drooping",0,0,0,0,1,0,0,0,"caído"
"3974","drought",0,0,0,0,1,0,0,0,"sequía"
"3976","drown",0,0,1,0,1,0,1,0,"ahogar"
"3977","drowsiness",0,0,0,0,1,0,0,0,"somnolencia"
"3979","drudgery",0,0,0,0,1,0,0,0,"trabajo penoso"
"3981","drugged",0,0,0,0,0,0,1,0,"drogado"
"3987","drunken",0,1,0,0,1,0,0,0,"borracho"
"3988","drunkenness",0,0,0,0,1,0,0,0,"embriaguez"
"3995","dubious",0,0,1,0,1,0,0,0,"dudoso"
"4001","duel",1,0,1,0,0,0,0,0,"duelo"
"4003","duet",0,0,0,0,0,1,0,0,"dueto"
"4005","duke",0,0,0,0,0,1,0,0,"duque"
"4006","dull",0,0,0,0,1,0,1,0,"tedioso"
"4007","dumb",0,0,0,0,1,0,0,0,"mudo"
"4008","dummy",0,0,0,0,1,0,0,0,"ficticio"
"4010","dumps",1,0,0,0,1,0,1,0,"deshecho"
"4011","dun",0,0,0,0,1,0,0,0,"pardo"
"4013","dung",0,1,0,0,0,0,0,0,"estiércol"
"4014","dungeon",0,0,1,0,1,0,0,0,"calabozo"
"4016","dupe",1,0,0,0,1,0,0,0,"engañar"
"4020","duplicity",1,0,0,0,1,0,0,0,"duplicidad"
"4021","durability",0,0,0,0,0,1,0,0,"durabilidad"
"4022","durable",0,0,0,0,0,1,0,0,"durable"
"4024","duress",1,1,1,0,1,0,1,0,"coacción"
"4027","dust",0,0,0,0,1,0,0,0,"polvo"
"4030","dutiful",0,0,0,0,0,1,0,0,"obediente"
"4032","dwarfed",0,0,1,0,1,0,1,0,"enano"
"4037","dying",1,1,1,0,1,0,1,0,"muriendo"
"4039","dynamic",0,0,0,0,0,0,0,1,"dinámica"
"4044","dysentery",0,1,0,0,1,0,1,0,"disentería"
"4046","eager",0,0,0,1,0,1,0,1,"ansioso"
"4047","eagerness",0,0,0,1,0,1,0,0,"afán"
"4050","earl",0,0,0,0,0,1,0,0,"conde"
"4053","earn",0,0,0,0,0,1,0,0,"ganar"
"4054","earnest",0,0,0,0,0,1,0,0,"serio"
"4055","earnestly",0,0,0,0,0,1,0,0,"formalmente"
"4056","earnestness",0,0,0,0,0,1,0,0,"seriedad"
"4063","earthquake",1,0,1,0,1,0,1,1,"terremoto"
"4065","ease",0,0,0,0,0,1,0,0,"facilitar"
"4067","easement",0,0,0,0,0,1,0,0,"comodidad"
"4070","easygoing",0,0,0,0,0,1,0,0,"de trato fácil"
"4071","eat",0,0,0,0,0,1,0,0,"comer"
"4073","eavesdropping",0,0,0,0,1,0,0,0,"escuchar a escondidas"
"4086","ecstasy",0,0,0,1,0,1,0,0,"éxtasis"
"4087","ecstatic",0,0,0,1,0,1,0,1,"extático"
"4093","edict",0,0,1,0,1,0,0,0,"edicto"
"4094","edification",0,0,0,1,0,1,0,0,"edificación"
"4100","educate",0,0,0,0,0,1,0,0,"educar"
"4101","educated",0,0,0,0,0,1,0,0,"educado"
"4103","educational",0,0,0,0,0,1,0,0,"educativo"
"4104","eel",0,0,1,0,0,0,0,0,"Anguila"
"4106","effective",0,0,0,0,0,1,0,0,"eficaz"
"4111","effeminate",0,0,0,0,1,0,0,0,"afeminado"
"4113","efficacy",0,0,0,0,0,1,0,0,"eficacia"
"4114","efficiency",0,0,0,0,0,1,0,0,"eficiencia"
"4115","efficient",0,0,0,0,0,1,0,0,"eficiente"
"4116","effigy",1,0,0,0,0,0,0,0,"efigie"
"4117","effort",0,0,0,0,0,1,0,0,"esfuerzo"
"4121","egotistical",0,1,0,0,1,0,0,0,"ególatra"
"4122","egregious",1,1,0,0,1,0,0,0,"enorme"
"4127","ejaculation",0,0,0,1,0,1,0,1,"eyaculación"
"4128","eject",0,0,0,0,1,0,0,0,"expulsar"
"4129","ejection",0,0,0,0,1,0,0,0,"expulsión"
"4131","elaboration",0,0,0,0,0,1,0,0,"elaboración"
"4137","elated",0,0,0,1,0,1,0,0,"exaltado"
"4138","elbow",1,0,0,0,0,0,0,0,"codo"
"4140","elder",0,0,0,0,0,1,0,0,"mayor"
"4141","elders",0,0,0,0,0,1,0,0,"ancianos"
"4143","elect",0,0,0,0,0,1,0,0,"electo"
"4147","electric",0,0,0,1,0,1,0,1,"eléctrico"
"4148","electricity",0,0,0,0,0,1,0,0,"electricidad"
"4149","elegance",0,0,0,1,0,1,0,0,"elegancia"
"4150","elegant",0,0,0,1,0,1,0,0,"elegante"
"4156","elevation",0,0,1,1,0,1,0,0,"elevación"
"4160","elf",1,1,1,0,0,0,0,0,"duende"
"4162","eligible",0,0,0,0,0,1,0,0,"elegible"
"4163","elimination",1,1,1,0,1,0,1,0,"eliminación"
"4164","elite",0,0,0,1,0,1,0,0,"élite"
"4174","eloquence",0,0,0,0,0,1,0,0,"elocuencia"
"4175","eloquent",0,0,0,0,0,1,0,0,"elocuente"
"4176","elucidate",0,0,0,0,0,1,0,0,"dilucidar"
"4179","elusive",0,0,0,0,1,0,0,1,"elusivo"
"4180","emaciated",0,0,1,0,1,0,1,0,"demacrado"
"4182","emancipation",0,0,0,1,0,1,0,0,"emancipación"
"4184","embargo",0,0,0,0,1,0,0,0,"embargo"
"4186","embarrass",0,0,0,0,1,0,1,0,"avergonzar"
"4187","embarrassing",0,0,0,0,1,0,0,0,"embarazoso"
"4188","embarrassment",0,0,1,0,1,0,1,1,"vergüenza"
"4194","embezzlement",0,0,0,0,1,0,0,0,"malversación"
"4198","embolism",0,0,1,0,1,0,1,0,"embolia"
"4200","embrace",0,0,0,1,0,1,0,1,"abrazar"
"4203","embroiled",0,0,0,0,1,0,0,0,"embrollado"
"4209","emergency",0,0,1,0,1,0,1,1,"emergencia"
"4210","emeritus",0,0,0,0,0,1,0,0,"emeritus"
"4213","eminence",0,0,0,0,0,1,0,0,"eminencia"
"4214","eminent",0,0,0,0,0,1,0,0,"eminente"
"4215","eminently",0,0,0,0,0,1,0,0,"eminentemente"
"4216","emir",0,0,0,0,0,1,0,0,"emir"
"4222","empathy",0,0,0,0,0,1,0,0,"empatía"
"4234","empower",0,0,0,0,0,1,0,0,"autorizar"
"4236","emptiness",0,0,0,0,0,0,1,0,"vacío"
"4239","emulate",0,0,0,0,0,1,0,0,"emular"
"4241","enable",0,0,0,0,0,1,0,0,"habilitar"
"4242","enablement",0,0,0,0,0,1,0,0,"habilitación"
"4247","enchant",0,0,0,1,0,1,0,1,"encantar"
"4248","enchanted",0,0,0,1,0,1,0,0,"encantado"
"4249","enchanting",0,0,0,1,0,1,0,0,"encantador"
"4253","enclave",0,0,0,0,1,0,0,0,"enclave"
"4257","encore",0,0,0,0,0,1,0,0,"bis"
"4259","encourage",0,0,0,1,0,1,0,0,"alentar"
"4260","encouragement",0,0,0,0,0,1,0,0,"ánimo"
"4262","encroachment",0,0,1,0,1,0,0,0,"invasión"
"4264","encumbrance",1,0,1,0,1,0,1,0,"gravamen"
"4265","encyclopedia",0,0,0,0,0,1,0,0,"enciclopedia"
"4267","endanger",0,0,1,0,1,0,0,0,"poner en peligro"
"4268","endangered",0,0,1,0,1,0,0,0,"en peligro de extinción"
"4269","endeavor",0,0,0,0,0,1,0,0,"empeño"
"4271","endemic",0,1,1,0,1,0,1,0,"endémico"
"4273","endless",1,0,1,1,1,1,1,0,"sin fin"
"4274","endocarditis",0,0,1,0,0,0,1,0,"endocarditis"
"4276","endow",0,0,0,0,0,1,0,0,"dotar"
"4277","endowed",0,0,0,0,0,1,0,0,"dotado"
"4278","endowment",0,0,0,0,0,1,0,0,"dotación"
"4281","endurance",0,0,0,0,0,1,0,0,"resistencia"
"4282","endure",0,0,0,0,0,1,0,0,"soportar"
"4283","enema",0,1,0,0,0,0,0,0,"enema"
"4284","enemy",1,1,1,0,1,0,0,0,"enemigo"
"4285","energetic",0,0,0,0,0,1,0,0,"energético"
"4287","enforce",1,0,1,0,1,1,0,0,"hacer cumplir"
"4288","enforcement",0,0,0,0,1,0,0,0,"aplicación"
"4290","engaged",0,0,0,1,0,1,0,0,"comprometido"
"4292","engaging",0,0,0,1,0,1,0,0,"atractivo"
"4304","enhance",0,0,0,0,0,1,0,0,"mejorar"
"4306","enigmatic",0,0,1,0,1,0,0,0,"enigmático"
"4308","enjoy",0,0,0,1,0,1,0,0,"disfrutar"
"4309","enjoying",0,0,0,1,0,1,0,0,"disfrutando"
"4312","enlighten",0,0,0,1,0,1,0,0,"iluminar"
"4313","enlightenment",0,0,0,1,0,1,0,0,"iluminación"
"4315","enliven",0,0,0,1,0,1,0,1,"animar"
"4316","enmity",1,0,1,0,1,0,1,0,"enemistad"
"4320","enrich",0,0,0,0,0,1,0,0,"enriquecer"
"4322","ensemble",0,0,0,0,0,1,0,0,"conjunto"
"4323","ensign",0,0,0,0,0,1,0,0,"bandera"
"4324","enslave",0,0,0,0,1,0,0,0,"esclavizar"
"4325","enslaved",1,1,1,0,1,0,1,0,"esclavizado"
"4326","enslavement",0,0,0,0,1,0,0,0,"esclavitud"
"4330","entangled",1,1,1,0,1,0,1,0,"enredado"
"4331","entanglement",0,0,0,0,1,0,0,0,"enredo"
"4334","enterprising",0,0,0,0,0,1,0,0,"emprendedor"
"4335","entertain",0,0,0,1,0,1,0,0,"entretener"
"4336","entertained",0,0,0,1,0,1,0,0,"entretenido"
"4337","entertaining",0,0,0,1,0,1,0,0,"entretenido"
"4338","entertainment",0,0,0,1,0,1,0,1,"entretenimiento"
"4339","enthusiasm",0,0,0,1,0,1,0,1,"entusiasmo"
"4340","enthusiast",0,0,0,1,0,1,0,1,"entusiasta"
"4347","entrails",0,1,0,0,1,0,0,0,"entrañas"
"4357","envious",0,0,0,0,1,0,0,0,"envidioso"
"4358","environ",0,0,0,0,0,1,0,0,"reinar"
"4364","ephemeris",0,0,0,0,0,1,0,0,"efemérides"
"4365","epic",0,0,0,0,0,1,0,0,"épico"
"4366","epidemic",1,1,1,0,1,0,1,1,"epidemia"
"4368","epilepsy",0,0,0,0,1,0,0,0,"epilepsia"
"4374","epitaph",0,0,0,0,0,0,1,0,"epitafio"
"4376","epitome",0,0,0,0,0,1,0,0,"epítome"
"4379","equality",0,0,0,1,0,1,0,0,"igualdad"
"4382","equally",0,0,0,0,0,1,0,0,"igualmente"
"4390","equilibrium",0,0,0,0,0,1,0,0,"equilibrio"
"4394","equity",0,0,0,0,0,1,0,0,"equidad"
"4399","eradicate",1,0,0,0,1,0,0,0,"erradicar"
"4400","eradication",1,1,1,0,1,0,0,0,"erradicación"
"4401","erase",0,0,1,0,1,0,0,0,"borrar"
"4408","erosion",0,0,0,0,1,0,0,0,"erosión"
"4409","erotic",0,0,0,1,1,1,0,1,"erótico"
"4410","err",0,0,0,0,1,0,0,0,"errar"
"4411","errand",0,0,0,0,0,1,0,0,"recado"
"4412","errant",0,0,0,0,1,0,0,0,"andante"
"4413","erratic",0,0,0,0,1,0,0,1,"errático"
"4414","erratum",0,0,0,0,1,0,0,0,"errata"
"4415","erroneous",0,0,0,0,1,0,0,0,"erróneo"
"4416","error",0,0,0,0,1,0,1,0,"error"
"4418","erudite",0,0,0,0,0,1,0,0,"erudito"
"4419","erupt",1,0,0,0,1,0,0,1,"estallar"
"4420","eruption",1,0,1,0,1,0,0,1,"erupción"
"4422","escalate",1,0,0,0,1,0,0,0,"escalar"
